hunt_code,reconciled_bucket,resolution_status,include_in_core_comparable_2026,resolution_rationale,universe_status,likely_cause,prefix,present_in_bible_years,present_in_2025_bible,present_in_2026_bible,present_in_live_2026_hunttable,present_in_database,hanumber_fetch_status,live_presence_status,live_comparison_status,live_shape_status,hunt_name,species,sex_type,weapon,hunt_type,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,species_truth_direct_source_support,species_truth_direct_source_match_support,species_truth_conservation_source_support,species_truth_conservation_source_match_support,species_truth_source_families,species_truth_comparison_statuses,species_truth_total_values,permit_reconciliation_confidence,permit_reconciliation_winner,permit_reconciliation_recommended_total,permit_reconciliation_action,source_url
DB1344,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,DB,2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Salt Wells CWMU,Deer,Buck,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
DB1345,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,DB,2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Diamond Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
DB1348,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,DB,2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Kimberly CWMU,Deer,Buck,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
DB1351,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,DB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,The Dirty Dozen,Deer,Buck,Any Legal Weapon,CWMU,,,2,2,0,2,yes,yes,no,no,DEER_BUCK_DB_DIRECT,SOURCE_TOTAL_MATCHES_RECOMMENDED,2,HIGH_CONFIRMED_2PLUS,HANUMBER,2,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck
DS1000,SPORTSMAN_CONTINUITY_LAYER_REVIEW,REVIEW,maybe,"Sportsman codes are known continuing active permit hunts, but this row was not in 2025 BIBLE extraction.",LIVE_2026_NOT_IN_2025_BIBLE,SPORTSMAN_CURRENT_PLANNER,DS,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Desert Bighorn Sheep - Statewide Permit,Desert Bighorn Sheep,Male Only,Any Legal Weapon,Statewide,,,,1,0,1,no,no,yes,yes,CONSERVATION_PERMITS_DIRECT,SOURCE_MATCHES_RECOMMENDED,,MEDIUM_SINGLE_SOURCE,UTAHDRAWS,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Desert+Bighorn+Sheep&gender=Male+Only
DS6602,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,DS,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,"Kaiparowits, Escalante",Desert Bighorn Sheep,Male Only,Any Legal Weapon,Once-in-a-lifetime,,,,7,1,8,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,8,PROMOTE_CANDIDATE_AFTER_REVIEW,
EA1007,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,2020|2021|2022,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Box Elder, Grouse Creek",Elk,Antlerless,Any Legal Weapon,General Season,27,3,30,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,30,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1040,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,EA,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,"Monroe, Koosharem Valley",Elk,Antlerless,Any Legal Weapon,General Season,,,,7,1,8,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,8,PROMOTE_CANDIDATE_AFTER_REVIEW,
EA1053,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Nine Mile, West Anthro",Elk,Antlerless,Any Legal Weapon,General Season,45,5,50,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,50,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1074,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,EA,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Pine Valley,Elk,Antlerless,Any Legal Weapon,General Season,,,,4,1,5,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,
EA1107,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Any Legal Weapon,General Season,180,20,200,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,200,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1116,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,EA,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Zion,Elk,Antlerless,Any Legal Weapon,General Season,,,,18,2,20,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,20,PROMOTE_CANDIDATE_AFTER_REVIEW,
EA1126,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,EA,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Cotton Thomas CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,,,,5,,5,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,
EA1176,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,EA,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Weber Florence Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,,,,65,,65,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,35,PROMOTE_CANDIDATE_AFTER_REVIEW,
EA1220,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,,,,,,3,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1221,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Fishlake/Thousand Lake (Expo),Elk,Antlerless,Any Legal Weapon,General Season,,,,,,1,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1252,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,EA,2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,Any Legal Weapon,General Season,,,,4,1,5,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,
EA1258,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,La Sal (Expo),Elk,Antlerless,Any Legal Weapon,General Season,,,,,,1,no,no,no,no,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1288,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Manti, Ferron Lower Escarpment",Elk,Antlerless,Any Legal Weapon,General-Season,36,4,40,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,40,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1289,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Manti, Ferron Lower Escarpment",Elk,Antlerless,Any Legal Weapon,General-Season,36,4,40,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,40,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1290,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Manti, Ferron Lower Escarpment",Elk,Antlerless,Any Legal Weapon,General-Season,36,4,40,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,40,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1291,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Mt Dutton, North",Elk,Antlerless,Any Legal Weapon,General-Season,72,8,80,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,80,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1292,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Mt Dutton, North",Elk,Antlerless,Any Legal Weapon,General-season,72,8,80,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,80,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1293,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners",Elk,Antlerless,Any Legal Weapon,General-Season,22,3,25,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,25,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1294,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Paunsaugunt, East Creek",Elk,Antlerless,Any Legal Weapon,General-Season,22,3,25,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,25,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1295,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Avintaquin",Elk,Antlerless,Muzzleloader,General-Season,90,10,100,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,100,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1296,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Muzzleloader,General-Season,90,10,100,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,100,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1297,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Red Creek West",Elk,Antlerless,Any Legal Weapon,General-Season,90,10,100,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,100,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1298,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,Antlerless,Any Legal Weapon,General-Season,90,10,100,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,100,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1299,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, West-Central",Elk,Antlerless,Any Legal Weapon,General-Season,45,5,50,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,50,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1300,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, West-Central",Elk,Antlerless,Any Legal Weapon,General-Season,45,5,50,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,50,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA1301,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,The Dirty Dozen,Elk,Antlerless,Any Legal Weapon,General-Season,10,0,10,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,10,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EA2000,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EA,,no,no,yes,yes,OK,LIVE_AND_DATABASE,BOTH_BLANK,LIVE_DWR_NO_QUOTA_PUBLISHED,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,,,,,,,no,no,no,no,,,,NO_PERMIT_VALUE,NONE,,NO_CURRENT_PERMIT_VALUE_FOUND,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
EB1000,SPORTSMAN_CONTINUITY_LAYER_REVIEW,REVIEW,maybe,"Sportsman codes are known continuing active permit hunts, but this row was not in 2025 BIBLE extraction.",LIVE_2026_NOT_IN_2025_BIBLE,SPORTSMAN_CURRENT_PLANNER,EB,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,,,,,,15,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,MEDIUM_SINGLE_SOURCE,UTAHDRAWS,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB1001,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,,,,,10,no,no,no,no,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB1002,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,,,,,6,no,no,no,no,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB1003,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,,,,,,16,no,no,no,no,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB1004,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,,,,,,6,no,no,no,no,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB1005,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,,,,,,16,no,no,no,no,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
